Total,Delayed,Cancelled,Problematic,PathName
2568,762,158,920,CHS->EWR
1424,338,84,422,CHS->IAD
146,18,2,20,CHS->IAH
4,0,0,0,CHS->JAX
2826,720,140,860,CHS->LGA
1428,206,32,238,CHS->MEM
54,14,0,14,CHS->MSP
2674,734,114,848,CHS->ORD
2,0,0,0,CHS->SAV
2,0,0,0,CIC->FAT
2,0,0,0,CIC->MRY
2780,662,58,720,CIC->SFO
714,176,30,206,CID->ATL
1748,210,46,256,CID->CVG
1596,424,34,458,CID->DEN
3794,694,126,820,CID->DFW
2,0,2,2,CID->DSM
1892,252,76,328,CID->DTW
312,82,22,104,CID->LGA
2,2,0,2,CID->MKE
832,140,50,190,CID->MSP
7862,2110,534,2644,CID->ORD
4518,526,60,586,CLD->LAX
88,6,10,16,CLD->PHX
1610,214,24,238,CLE->ABE
24,6,0,6,CLE->ABQ
2212,376,40,416,CLE->ALB
6230,1564,152,1716,CLE->ATL
760,228,10,238,CLE->AUS
1032,132,10,142,CLE->BDL
528,102,0,102,CLE->BHM
2256,502,24,526,CLE->BNA
2708,508,50,558,CLE->BOS
1226,210,12,222,CLE->BTV
1240,172,24,196,CLE->BUF
5124,878,56,934,CLE->BWI
300,18,0,18,CLE->CHS
3962,746,86,832,CLE->CLT
34,10,2,12,CLE->CMH
986,170,30,200,CLE->CVG
24,2,2,4,CLE->DAB
1738,372,28,400,CLE->DAY
1868,328,46,374,CLE->DCA
1952,384,26,410,CLE->DEN
3312,906,92,998,CLE->DFW
278,62,0,62,CLE->DSM
2718,418,60,478,CLE->DTW
4210,1232,46,1278,CLE->EWR
1236,130,12,142,CLE->FLL
2272,492,40,532,CLE->GRR
296,68,6,74,CLE->GSO
1020,218,8,226,CLE->GSP
2866,720,144,864,CLE->IAD
4302,762,44,806,CLE->IAH
284,60,10,70,CLE->IND
286,56,12,68,CLE->JAX
2784,776,162,938,CLE->JFK
3312,614,22,636,CLE->LAS
2100,542,8,550,CLE->LAX
30,2,0,2,CLE->LEX
5872,2112,306,2418,CLE->LGA
2460,580,32,612,CLE->MCI
3830,462,34,496,CLE->MCO
116,16,0,16,CLE->MDT
5122,930,86,1016,CLE->MDW
2422,364,54,418,CLE->MEM
2470,386,42,428,CLE->MHT
798,118,8,126,CLE->MIA
4452,912,128,1040,CLE->MKE
634,192,22,214,CLE->MSN
3386,596,62,658,CLE->MSP
108,16,2,18,CLE->MSY
64,8,0,8,CLE->OKC
860,166,12,178,CLE->OMA
9138,2468,410,2878,CLE->ORD
4,2,0,2,CLE->ORF
766,102,6,108,CLE->PBI
1348,308,24,332,CLE->PHL
2220,414,14,428,CLE->PHX
720,84,4,88,CLE->PVD
612,52,10,62,CLE->PWM
638,108,2,110,CLE->RDU
1810,364,22,386,CLE->RIC
1856,332,22,354,CLE->ROC
1190,146,12,158,CLE->RSW
170,66,2,68,CLE->SAN
464,152,6,158,CLE->SAT
642,64,6,70,CLE->SAV
1358,224,6,230,CLE->SDF
462,124,4,128,CLE->SEA
932,188,4,192,CLE->SFO
86,8,2,10,CLE->SJU
692,114,16,130,CLE->SLC
236,56,6,62,CLE->SRQ
2382,360,14,374,CLE->STL
1392,182,22,204,CLE->SYR
1748,196,18,214,CLE->TPA
20,0,0,0,CLE->TUL
990,176,10,186,CLE->TYS
2210,300,58,358,CLL->DFW
524,66,20,86,CLL->IAH
930,184,8,192,CLT->ABE
34,14,0,14,CLT->AGS
1956,334,44,378,CLT->ALB
13444,3118,260,3378,CLT->ATL
2,0,0,0,CLT->ATW
1320,366,4,370,CLT->AUS
3668,752,54,806,CLT->BDL
1574,354,58,412,CLT->BHM
4252,718,52,770,CLT->BNA
7102,1724,86,1810,CLT->BOS
2868,498,26,524,CLT->BUF
7368,1530,62,1592,CLT->BWI
2244,436,44,480,CLT->CHS
3942,926,82,1008,CLT->CLE
250,34,14,48,CLT->CMH
1754,392,34,426,CLT->CVG
46,8,2,10,CLT->DAB
5976,804,60,864,CLT->DCA
3850,892,20,912,CLT->DEN
7592,1682,144,1826,CLT->DFW
5402,946,60,1006,CLT->DTW
26,6,0,6,CLT->EGE
11906,4338,452,4790,CLT->EWR
190,58,2,60,CLT->FAY
6590,1502,14,1516,CLT->FLL
2,0,0,0,CLT->GRR
1970,496,72,568,CLT->GSO
26,4,0,4,CLT->HSV
6252,1522,212,1734,CLT->IAD
7422,1836,130,1966,CLT->IAH
2514,444,62,506,CLT->ILM
2460,380,26,406,CLT->IND
5048,808,40,848,CLT->JAX
3732,1236,174,1410,CLT->JFK
3468,872,24,896,CLT->LAS
2916,780,6,786,CLT->LAX
10678,3414,288,3702,CLT->LGA
78,14,6,20,CLT->LIT
2366,482,50,532,CLT->MCI
6554,1508,22,1530,CLT->MCO
2288,502,18,520,CLT->MDT
26,8,0,8,CLT->MDW
5156,1414,62,1476,CLT->MEM
1410,210,12,222,CLT->MHT
5940,1382,30,1412,CLT->MIA
486,162,12,174,CLT->MKE
3632,518,10,528,CLT->MSP
2932,462,32,494,CLT->MSY
4434,654,104,758,CLT->MYR
12,8,0,8,CLT->OAJ
11278,2960,310,3270,CLT->ORD
3086,490,66,556,CLT->ORF
3746,686,12,698,CLT->PBI
272,72,0,72,CLT->PDX
7050,1606,114,1720,CLT->PHL
4372,1162,18,1180,CLT->PHX
4698,854,38,892,CLT->PIT
742,142,40,182,CLT->PNS
2878,472,40,512,CLT->PVD
552,174,28,202,CLT->PWM
4680,768,38,806,CLT->RDU
3602,566,70,636,CLT->RIC
824,164,10,174,CLT->ROC
3530,676,2,678,CLT->RSW
1408,336,10,346,CLT->SAN
1322,354,8,362,CLT->SAT
2864,476,64,540,CLT->SAV
1592,472,18,490,CLT->SDF
962,322,2,324,CLT->SEA
2854,814,8,822,CLT->SFO
1592,302,4,306,CLT->SJU
424,64,0,64,CLT->SLC
152,46,4,50,CLT->SMF
414,114,14,128,CLT->SRQ
2188,540,40,580,CLT->STL
836,152,0,152,CLT->STT
40,10,0,10,CLT->STX
1494,276,12,288,CLT->SYR
480,136,10,146,CLT->TLH
5622,1140,18,1158,CLT->TPA
32,10,0,10,CLT->TRI
416,108,0,108,CLT->TUS
3616,818,54,872,CMH->ATL
1370,230,6,236,CMH->BNA
1322,190,20,210,CMH->BOS
3362,454,22,476,CMH->BWI
48,10,2,12,CMH->CLE
250,48,16,64,CMH->CLT
2370,382,34,416,CMH->CVG
154,4,2,6,CMH->DCA
770,140,10,150,CMH->DEN
3388,640,82,722,CMH->DFW
3818,642,86,728,CMH->DTW
3292,1048,220,1268,CMH->EWR
2,0,0,0,CMH->GRB
2,0,0,0,CMH->GRR
1682,344,38,382,CMH->IAH
2,0,0,0,CMH->ICT
1030,228,48,276,CMH->JFK
2682,436,20,456,CMH->LAS
96,40,0,40,CMH->LAX
4710,1398,230,1628,CMH->LGA
328,174,14,188,CMH->MCI
2148,296,20,316,CMH->MCO
5286,914,64,978,CMH->MDW
2114,394,46,440,CMH->MEM
938,128,14,142,CMH->MIA
2108,370,44,414,CMH->MKE
2152,306,22,328,CMH->MSP
2,2,0,2,CMH->OMA
9918,2346,336,2682,CMH->ORD
10,0,4,4,CMH->PBI
1992,386,24,410,CMH->PHL
2192,430,14,444,CMH->PHX
1000,118,18,136,CMH->RDU
274,54,0,54,CMH->RSW
582,90,0,90,CMH->SLC
1358,190,8,198,CMH->STL
2,0,0,0,CMH->SYR
1944,228,16,244,CMH->TPA
2,0,0,0,CMI->ABI
732,122,6,128,CMI->DFW
4812,1126,280,1406,CMI->ORD
2,2,0,2,CMI->SPI
636,66,78,144,CMX->MSP
962,72,10,82,COD->DEN
1414,88,22,110,COD->SLC
2,0,0,0,COS->ABQ
1182,244,12,256,COS->ATL
2,2,0,2,COS->CLE
208,42,6,48,COS->CVG
8386,1358,112,1470,COS->DEN
4072,708,122,830,COS->DFW
2,0,0,0,COS->FAT
3450,666,82,748,COS->IAH
2,0,0,0,COS->LAN
196,44,0,44,COS->LAS
1994,300,8,308,COS->LAX
358,62,12,74,COS->MCI
234,32,2,34,COS->MEM
2,0,0,0,COS->MKE
900,136,2,138,COS->MSP
920,226,0,226,COS->ONT
3038,824,94,918,COS->ORD
2786,438,32,470,COS->PHX
944,168,2,170,COS->SAN
728,96,0,96,COS->SFO
2148,180,10,190,COS->SLC
848,198,4,202,COS->SMF
3072,436,46,482,CPR->DEN
64,14,2,16,CPR->MSP
268,26,6,32,CPR->ORD
2,0,0,0,CPR->PIH
2012,148,16,164,CPR->SLC
12,4,0,4,CRP->ATL
5020,702,138,840,CRP->DFW
3866,560,94,654,CRP->HOU
1642,252,40,292,CRP->IAH
2860,634,46,680,CRW->ATL
2,2,0,2,CRW->BNA
782,94,12,106,CRW->CVG
416,32,4,36,CRW->DTW
1348,294,32,326,CRW->IAH
2,0,0,0,CRW->LEX
1418,290,90,380,CRW->ORD
2962,560,72,632,CSG->ATL
496,84,2,86,CVG->ABE
520,76,0,76,CVG->ABQ
1824,362,22,384,CVG->ALB
180,122,0,122,CVG->ANC
5516,1206,100,1306,CVG->ATL
1394,298,32,330,CVG->ATW
1306,376,6,382,CVG->AUS
334,34,6,40,CVG->AVL
714,124,12,136,CVG->AVP
298,26,6,32,CVG->AZO
2314,418,28,446,CVG->BDL
254,36,2,38,CVG->BGR
1704,276,12,288,CVG->BHM
1804,390,24,414,CVG->BNA
3718,834,84,918,CVG->BOS
4,4,0,4,CVG->BTR
304,82,4,86,CVG->BTV
320,76,4,80,CVG->BUF
2470,442,36,478,CVG->BWI
1884,258,40,298,CVG->CAE
78,4,0,4,CVG->CAK
264,30,4,34,CVG->CHA
70,6,0,6,CVG->CHO
1572,302,10,312,CVG->CHS
1746,298,46,344,CVG->CID
986,162,20,182,CVG->CLE
1852,564,22,586,CVG->CLT
1590,284,12,296,CVG->CMH
208,48,0,48,CVG->COS
782,96,16,112,CVG->CRW
12,2,0,2,CVG->DAB
1492,256,16,272,CVG->DAY
4030,840,70,910,CVG->DCA
2768,566,22,588,CVG->DEN
6488,1652,132,1784,CVG->DFW
1966,340,24,364,CVG->DSM
6046,1032,152,1184,CVG->DTW
60,10,0,10,CVG->EGE
270,20,2,22,CVG->EVV
6188,2336,320,2656,CVG->EWR
1366,294,12,306,CVG->FLL
1110,290,4,294,CVG->FSD
894,172,16,188,CVG->GRB
2772,488,38,526,CVG->GRR
2114,486,16,502,CVG->GSO
912,94,22,116,CVG->GSP
252,46,10,56,CVG->HPN
1600,276,22,298,CVG->HSV
318,44,6,50,CVG->HTS
1566,284,26,310,CVG->IAD
4096,868,72,940,CVG->IAH
280,52,0,52,CVG->ILM
982,160,14,174,CVG->IND
26,8,2,10,CVG->JAC
240,72,4,76,CVG->JAN
2250,538,28,566,CVG->JAX
3064,926,76,1002,CVG->JFK
970,176,8,184,CVG->LAN
1842,428,12,440,CVG->LAS
2286,474,12,486,CVG->LAX
3050,510,50,560,CVG->LEX
7290,2180,480,2660,CVG->LGA
98,12,0,12,CVG->LIT
2982,792,26,818,CVG->MCI
2610,410,12,422,CVG->MCO
2014,290,20,310,CVG->MDT
2452,436,52,488,CVG->MEM
1552,384,28,412,CVG->MHT
2090,418,22,440,CVG->MIA
1678,332,40,372,CVG->MKE
518,52,8,60,CVG->MSN
3490,920,46,966,CVG->MSP
390,90,12,102,CVG->MSY
26,4,0,4,CVG->MYR
1538,308,14,322,CVG->OKC
2006,440,10,450,CVG->OMA
12028,3200,748,3948,CVG->ORD
900,200,0,200,CVG->ORF
778,232,16,248,CVG->PBI
636,106,8,114,CVG->PDX
72,18,2,20,CVG->PFN
3342,1016,72,1088,CVG->PHL
936,202,6,208,CVG->PHX
2584,576,28,604,CVG->PIT
1916,390,28,418,CVG->PVD
1110,214,10,224,CVG->PWM
2174,422,12,434,CVG->RDU
1572,356,8,364,CVG->RIC
2,0,0,0,CVG->ROA
1460,264,22,286,CVG->ROC
1078,212,14,226,CVG->RSW
1142,240,0,240,CVG->SAN
1764,554,6,560,CVG->SAT
1464,258,14,272,CVG->SAV
24,10,4,14,CVG->SBN
46,12,0,12,CVG->SCE
1270,228,12,240,CVG->SDF
1580,298,8,306,CVG->SEA
1554,390,6,396,CVG->SFO
490,72,4,76,CVG->SGF
3254,738,26,764,CVG->SLC
570,114,16,130,CVG->SNA
888,250,16,266,CVG->SRQ
690,146,18,164,CVG->STL
1662,274,18,292,CVG->SYR
40,2,0,2,CVG->TOL
2198,530,24,554,CVG->TPA
494,60,12,72,CVG->TRI
1764,302,12,314,CVG->TUL
258,32,0,32,CVG->TVC
1832,332,18,350,CVG->TYS
206,66,10,76,CVG->VPS
202,20,0,20,CVG->XNA
1098,154,30,184,CWA->DTW
570,36,6,42,CWA->MKE
2,0,0,0,CWA->MLI
26,12,0,12,CWA->MSP
3430,840,240,1080,CWA->ORD
4824,992,96,1088,DAB->ATL
64,16,4,20,DAB->BWI
24,0,2,2,DAB->CLE
46,4,2,6,DAB->CLT
12,0,0,0,DAB->CVG
622,192,14,206,DAB->EWR
2,0,0,0,DAB->JAX
318,144,16,160,DAB->LGA
2,2,0,2,DAB->MCO
6212,1156,34,1190,DAL->ABQ
5330,910,82,992,DAL->AMA
11166,2200,230,2430,DAL->AUS
2102,296,6,302,DAL->BHM
4564,872,16,888,DAL->ELP
19580,3978,880,4858,DAL->HOU
66,4,4,8,DAL->HRL
7460,1328,206,1534,DAL->IAH
5360,1126,36,1162,DAL->LBB
4660,1058,16,1074,DAL->LIT
3994,1050,12,1062,DAL->MAF
7844,1690,154,1844,DAL->MCI
4192,956,56,1012,DAL->MSY
3372,788,10,798,DAL->OKC
2010,416,76,492,DAL->ORD
9946,1854,82,1936,DAL->SAT
5444,1000,32,1032,DAL->STL
4554,884,18,902,DAL->TUL
8738,1722,120,1842,DAY->ATL
1960,310,14,324,DAY->BWI
1724,230,28,258,DAY->CLE
1510,282,16,298,DAY->CVG
1676,278,8,286,DAY->DEN
2074,374,50,424,DAY->DFW
2644,334,46,380,DAY->DTW
1896,482,112,594,DAY->EWR
106,10,0,10,DAY->IAD
1728,388,34,422,DAY->IAH
86,8,0,8,DAY->LAS
832,110,2,112,DAY->MCO
1218,170,34,204,DAY->MKE
1384,188,38,226,DAY->MSP
3598,824,220,1044,DAY->ORD
408,86,2,88,DAY->TPA
2698,550,186,736,DBQ->ORD
608,76,22,98,DCA->ALB
14592,2724,350,3074,DCA->ATL
2366,254,60,314,DCA->BDL
2802,688,60,748,DCA->BNA
17858,2858,632,3490,DCA->BOS
258,60,0,60,DCA->BTR
1264,100,16,116,DCA->BUF
1870,180,48,228,DCA->CLE
6002,824,80,904,DCA->CLT
154,42,2,44,DCA->CMH
3682,588,74,662,DCA->CVG
2858,584,16,600,DCA->DEN
7930,1998,248,2246,DCA->DFW
544,100,16,116,DCA->DSM
5964,702,58,760,DCA->DTW
4578,1450,312,1762,DCA->EWR
2722,464,14,478,DCA->FLL
614,82,22,104,DCA->GRR
1122,240,22,262,DCA->HSV
5838,968,96,1064,DCA->IAH
1936,228,44,272,DCA->IND
608,244,20,264,DCA->JAN
1776,220,22,242,DCA->JAX
6034,1614,284,1898,DCA->JFK
730,188,10,198,DCA->LAS
732,124,0,124,DCA->LAX
622,242,34,276,DCA->LEX
22204,4334,1536,5870,DCA->LGA
3690,594,22,616,DCA->MCO
2086,342,14,356,DCA->MEM
612,78,24,102,DCA->MHT
5974,1466,48,1514,DCA->MIA
244,72,2,74,DCA->MKE
574,56,18,74,DCA->MSN
4398,824,42,866,DCA->MSP
816,94,10,104,DCA->MSY
14854,3246,832,4078,DCA->ORD
1818,292,6,298,DCA->PBI
10,0,0,0,DCA->PHL
2162,524,30,554,DCA->PHX
644,70,8,78,DCA->PIT
2,0,0,0,DCA->PLN
1342,160,16,176,DCA->PVD
5464,940,158,1098,DCA->RDU
1412,138,6,144,DCA->RSW
1454,288,6,294,DCA->SEA
730,138,4,142,DCA->SLC
24,8,0,8,DCA->SRQ
2592,338,98,436,DCA->STL
626,84,2,86,DCA->SYR
3108,474,18,492,DCA->TPA
420,172,8,180,DCA->XNA
8618,1686,72,1758,DEN->ABQ
1462,204,0,204,DEN->AMA
902,392,6,398,DEN->ANC
7958,1652,622,2274,DEN->ASE
11806,2248,66,2314,DEN->ATL
5438,1070,14,1084,DEN->AUS
426,92,0,92,DEN->BDL
1066,176,4,180,DEN->BFL
1302,278,6,284,DEN->BHM
3262,640,34,674,DEN->BIL
2480,426,18,444,DEN->BIS
5112,1036,0,1036,DEN->BNA
4138,904,28,932,DEN->BOI
4468,1252,102,1354,DEN->BOS
2,0,0,0,DEN->BTR
2476,520,64,584,DEN->BUR
5310,1302,22,1324,DEN->BWI
2572,564,24,588,DEN->BZN
1560,322,8,330,DEN->CAK
1144,210,18,228,DEN->CID
1938,322,14,336,DEN->CLE
3850,686,28,714,DEN->CLT
1370,260,12,272,DEN->CMH
962,144,10,154,DEN->COD
8376,1496,110,1606,DEN->COS
3066,436,32,468,DEN->CPR
2,0,0,0,DEN->CRW
2768,426,20,446,DEN->CVG
2,0,0,0,DEN->CYS
1700,322,6,328,DEN->DAY
2856,660,2,662,DEN->DCA
16536,3520,352,3872,DEN->DFW
4946,728,100,828,DEN->DRO
2808,652,38,690,DEN->DSM
5826,1144,26,1170,DEN->DTW
3346,638,168,806,DEN->EGE
2120,368,4,372,DEN->ELP
1452,306,10,316,DEN->EUG
4378,1746,58,1804,DEN->EWR
2492,380,10,390,DEN->FAR
2532,450,6,456,DEN->FAT
1336,194,10,204,DEN->FCA
1816,416,0,416,DEN->FLL
2948,546,32,578,DEN->FSD
1390,340,14,354,DEN->GCC
2880,698,8,706,DEN->GEG
4938,702,42,744,DEN->GJT
4,0,0,0,DEN->GRB
686,182,8,190,DEN->GRR
1736,322,14,336,DEN->GTF
1664,332,60,392,DEN->GUC
2620,472,86,558,DEN->HDN
828,126,2,128,DEN->HLN
734,162,2,164,DEN->HNL
2112,298,28,326,DEN->HOU
1308,254,2,256,DEN->HSV
5886,1354,126,1480,DEN->IAD
9576,1916,112,2028,DEN->IAH
3166,776,48,824,DEN->ICT
1958,308,34,342,DEN->IDA
4166,756,4,760,DEN->IND
2680,712,58,770,DEN->JAC
236,46,0,46,DEN->JAX
2168,598,36,634,DEN->JFK
90,30,0,30,DEN->KOA
16294,3836,114,3950,DEN->LAS
17622,4304,242,4546,DEN->LAX
6102,2374,94,2468,DEN->LGA
90,24,2,26,DEN->LIH
242,56,6,62,DEN->LIT
2400,362,12,374,DEN->LNK
2,0,0,0,DEN->MBS
10222,2150,60,2210,DEN->MCI
6030,1270,14,1284,DEN->MCO
8676,1490,72,1562,DEN->MDW
3460,696,18,714,DEN->MEM
730,130,4,134,DEN->MFR
1620,542,4,546,DEN->MIA
3174,630,32,662,DEN->MKE
1446,288,30,318,DEN->MLI
726,138,6,144,DEN->MRY
2006,456,18,474,DEN->MSN
2216,416,14,430,DEN->MSO
10022,1994,40,2034,DEN->MSP
2348,530,24,554,DEN->MSY
3184,468,38,506,DEN->MTJ
6200,1488,80,1568,DEN->OAK
326,106,2,108,DEN->OGG
5272,1130,46,1176,DEN->OKC
6338,1462,38,1500,DEN->OMA
3088,812,36,848,DEN->ONT
12102,3830,354,4184,DEN->ORD
188,28,0,28,DEN->PBI
9126,2320,78,2398,DEN->PDX
5950,1658,38,1696,DEN->PHL
16782,3366,96,3462,DEN->PHX
726,122,10,132,DEN->PIA
2,0,0,0,DEN->PIH
1608,442,8,450,DEN->PIT
1878,258,26,284,DEN->PSC
1994,452,14,466,DEN->PSP
4616,688,90,778,DEN->RAP
24,6,0,6,DEN->RDM
940,242,2,244,DEN->RDU
578,96,4,100,DEN->RFD
1090,150,18,168,DEN->RKS
2700,666,42,708,DEN->RNO
2,0,0,0,DEN->ROC
442,76,0,76,DEN->RSW
10716,2468,62,2530,DEN->SAN
5302,1228,22,1250,DEN->SAT
1682,282,6,288,DEN->SBA
768,182,4,186,DEN->SDF
12828,3442,102,3544,DEN->SEA
11208,3506,198,3704,DEN->SFO
1906,364,26,390,DEN->SGF
7368,1722,84,1806,DEN->SJC
17810,3610,112,3722,DEN->SLC
6662,1728,28,1756,DEN->SMF
6680,1390,54,1444,DEN->SNA
4252,748,6,754,DEN->STL
3364,778,12,790,DEN->TPA
3256,726,42,768,DEN->TUL
4178,852,6,858,DEN->TUS
176,12,2,14,DEN->TVC
1020,202,4,206,DEN->TYS
1372,262,14,276,DEN->XNA
5320,1126,70,1196,DFW->ABI
5776,1414,150,1564,DFW->ABQ
3988,712,118,830,DFW->ACT
2006,368,72,440,DFW->AEX
5102,1344,114,1458,DFW->AMA
306,130,2,132,DFW->ANC
19698,4540,410,4950,DFW->ATL
11016,2580,318,2898,DFW->AUS
2130,580,36,616,DFW->BDL
2574,570,60,630,DFW->BHM
120,46,4,50,DFW->BMI
5722,1240,150,1390,DFW->BNA
6072,1602,246,1848,DFW->BOS
5838,1192,198,1390,DFW->BTR
186,98,0,98,DFW->BUF
2750,746,72,818,DFW->BUR
4618,932,98,1030,DFW->BWI
2314,468,28,496,DFW->CAE
852,168,6,174,DFW->CHA
2308,428,34,462,DFW->CHS
3794,766,98,864,DFW->CID
3330,908,78,986,DFW->CLE
2208,434,46,480,DFW->CLL
7594,1270,156,1426,DFW->CLT
3388,776,74,850,DFW->CMH
732,180,6,186,DFW->CMI
4068,988,112,1100,DFW->COS
5018,942,134,1076,DFW->CRP
6488,1274,132,1406,DFW->CVG
2076,412,46,458,DFW->DAY
7930,2036,232,2268,DFW->DCA
16386,3566,376,3942,DFW->DEN
4268,980,110,1090,DFW->DSM
5584,1254,86,1340,DFW->DTW
914,354,24,378,DFW->EGE
5800,1360,174,1534,DFW->ELP
730,180,16,196,DFW->EVV
7456,2730,278,3008,DFW->EWR
1460,408,30,438,DFW->FAT
4592,1240,74,1314,DFW->FLL
490,94,6,100,DFW->FNT
3650,698,96,794,DFW->FSM
1426,264,22,286,DFW->FWA
1942,374,66,440,DFW->GGG
1200,210,6,216,DFW->GJT
2310,504,58,562,DFW->GPT
5124,1292,188,1480,DFW->GRK
1586,334,22,356,DFW->GRR
2074,366,36,402,DFW->GSO
2870,506,40,546,DFW->GSP
218,88,10,98,DFW->GUC
252,88,8,96,DFW->HDN
1464,270,2,272,DFW->HNL
4850,1052,162,1214,DFW->HOU
3428,818,78,896,DFW->HSV
4020,946,162,1108,DFW->IAD
11052,2044,302,2346,DFW->IAH
3584,722,246,968,DFW->ICT
4172,874,100,974,DFW->IND
426,114,8,122,DFW->JAC
5208,1124,112,1236,DFW->JAN
2732,546,64,610,DFW->JAX
1666,526,78,604,DFW->JFK
9912,2490,174,2664,DFW->LAS
3644,620,96,716,DFW->LAW
13142,3760,328,4088,DFW->LAX
6024,1538,132,1670,DFW->LBB
1816,334,34,368,DFW->LEX
2362,522,68,590,DFW->LFT
10730,3806,638,4444,DFW->LGA
6490,1682,170,1852,DFW->LIT
2800,650,40,690,DFW->LRD
3554,800,58,858,DFW->MAF
5756,1422,158,1580,DFW->MCI
8228,1988,164,2152,DFW->MCO
544,202,10,212,DFW->MDT
5002,866,272,1138,DFW->MEM
2878,554,100,654,DFW->MFE
6700,2316,74,2390,DFW->MIA
1490,284,32,316,DFW->MKE
1176,190,20,210,DFW->MLI
1928,304,56,360,DFW->MLU
2796,468,92,560,DFW->MOB
1892,396,40,436,DFW->MSN
5620,1236,100,1336,DFW->MSP
5002,1238,190,1428,DFW->MSY
462,176,2,178,DFW->MTJ
1448,442,42,484,DFW->OAK
732,96,2,98,DFW->OGG
5692,1172,146,1318,DFW->OKC
3494,896,90,986,DFW->OMA
3482,990,68,1058,DFW->ONT
16330,5116,730,5846,DFW->ORD
2070,490,36,526,DFW->ORF
1706,456,30,486,DFW->PBI
3156,962,58,1020,DFW->PDX
6966,1932,208,2140,DFW->PHL
10776,2224,192,2416,DFW->PHX
1270,268,20,288,DFW->PIA
4280,1188,82,1270,DFW->PIT
4040,818,86,904,DFW->PNS
2190,624,30,654,DFW->PSP
4694,1060,112,1172,DFW->RDU
2082,502,40,542,DFW->RIC
2186,662,54,716,DFW->RNO
352,92,6,98,DFW->ROC
1922,426,22,448,DFW->ROW
1836,428,24,452,DFW->RSW
7052,2024,144,2168,DFW->SAN
10828,2470,302,2772,DFW->SAT
1590,382,18,400,DFW->SAV
730,246,10,256,DFW->SBA
2772,582,60,642,DFW->SDF
7830,2474,110,2584,DFW->SEA
6972,2308,218,2526,DFW->SFO
6462,1386,208,1594,DFW->SGF
7158,1632,290,1922,DFW->SHV
4500,1080,92,1172,DFW->SJC
2630,582,40,622,DFW->SJT
1970,696,14,710,DFW->SJU
6286,1536,102,1638,DFW->SLC
2692,782,48,830,DFW->SMF
7338,1876,140,2016,DFW->SNA
3662,650,136,786,DFW->SPS
7196,1596,236,1832,DFW->STL
356,90,4,94,DFW->SYR
5606,1268,132,1400,DFW->TPA
6512,1820,136,1956,DFW->TUL
5354,1450,132,1582,DFW->TUS
2494,470,94,564,DFW->TXK
3170,532,88,620,DFW->TYR
3010,758,46,804,DFW->TYS
3924,746,88,834,DFW->VPS
5560,1372,190,1562,DFW->XNA
2794,626,38,664,DHN->ATL
232,110,10,120,DLG->ANC
1442,176,42,218,DLH->DTW
2584,320,44,364,DLH->MSP
2,2,0,2,DRO->ABQ
4950,644,112,756,DRO->DEN
1624,162,50,212,DRO->PHX
772,58,20,78,DRO->SLC
2230,496,38,534,DSM->ATL
278,30,0,30,DSM->CLE
1964,194,26,220,DSM->CVG
2,2,0,2,DSM->CWA
544,48,12,60,DSM->DCA
3408,758,52,810,DSM->DEN
4274,860,120,980,DSM->DFW
1912,304,72,376,DSM->DTW
4,0,0,0,DSM->GJT
1376,268,26,294,DSM->IAH
350,46,0,46,DSM->LAX
1414,388,90,478,DSM->LGA
2,0,0,0,DSM->LNK
1502,228,38,266,DSM->MEM
1444,180,24,204,DSM->MKE
2024,380,62,442,DSM->MSP
9050,2380,538,2918,DSM->ORD
2,2,0,2,DSM->ORF
1498,182,20,202,DSM->PHX
2,0,0,0,DSM->RFD
6,4,0,4,DSM->SLC
1994,342,48,390,DTW->ABE
2026,474,12,486,DTW->ALB
192,102,0,102,DTW->ANC
11224,2814,100,2914,DTW->ATL
2042,304,52,356,DTW->ATW
1536,276,22,298,DTW->AVL
1444,214,32,246,DTW->AVP
2352,470,118,588,DTW->AZO
3130,726,20,746,DTW->BDL
1456,234,46,280,DTW->BGM
1602,276,28,304,DTW->BGR
1774,336,36,372,DTW->BHM
5424,1192,22,1214,DTW->BNA
4754,1512,84,1596,DTW->BOS
1652,284,32,316,DTW->BTV
3016,708,48,756,DTW->BUF
6202,1360,40,1400,DTW->BWI
38,18,0,18,DTW->BZN
1426,280,36,316,DTW->CAE
2088,338,86,424,DTW->CAK
146,24,2,26,DTW->CHA
1522,272,20,292,DTW->CHS
1896,346,50,396,DTW->CID
2364,486,48,534,DTW->CLE
5406,1404,60,1464,DTW->CLT
3788,850,72,922,DTW->CMH
416,40,2,42,DTW->CRW
6198,1302,150,1452,DTW->CVG
1098,178,16,194,DTW->CWA
2644,400,34,434,DTW->DAY
5972,1310,52,1362,DTW->DCA
5838,1562,36,1598,DTW->DEN
5598,1486,96,1582,DTW->DFW
1444,204,22,226,DTW->DLH
1954,322,60,382,DTW->DSM
2672,424,50,474,DTW->ELM
2796,488,112,600,DTW->ERI
2684,388,78,466,DTW->EVV
8748,3414,458,3872,DTW->EWR
2642,902,4,906,DTW->FLL
3038,652,40,692,DTW->FNT
2404,432,54,486,DTW->FWA
2490,608,24,632,DTW->GRB
5054,1140,48,1188,DTW->GRR
2490,446,42,488,DTW->GSO
2478,458,48,506,DTW->GSP
1332,260,34,294,DTW->HPN
1396,226,22,248,DTW->HSV
3416,886,112,998,DTW->IAD
5480,1212,66,1278,DTW->IAH
