Total,Delayed,Cancelled,Problematic,PathName
732,22,0,22,ITO->OGG
2,0,0,0,IYK->BFL
1912,122,84,206,IYK->LAX
2,0,0,0,IYK->PSP
236,76,6,82,JAC->ATL
26,6,2,8,JAC->CVG
2886,632,42,674,JAC->DEN
428,108,10,118,JAC->DFW
2,0,0,0,JAC->IDA
30,6,2,8,JAC->LAX
234,16,0,16,JAC->MSP
720,320,26,346,JAC->ORD
2970,420,104,524,JAC->SLC
5408,1244,92,1336,JAN->ATL
1332,180,8,188,JAN->BWI
242,30,4,34,JAN->CVG
586,120,10,130,JAN->DCA
5210,782,122,904,JAN->DFW
1378,192,32,224,JAN->DTW
242,40,4,44,JAN->EWR
2690,448,50,498,JAN->HOU
3442,488,102,590,JAN->IAH
762,80,4,84,JAN->MCO
1354,194,14,208,JAN->MDW
2150,298,60,358,JAN->MEM
422,176,10,186,JAN->ORD
11312,2092,140,2232,JAX->ATL
458,70,4,74,JAX->AUS
732,50,0,50,JAX->BHM
2746,422,8,430,JAX->BNA
1304,342,30,372,JAX->BOS
2132,330,8,338,JAX->BWI
288,62,16,78,JAX->CLE
5040,474,40,514,JAX->CLT
2220,326,28,354,JAX->CVG
1792,188,22,210,JAX->DCA
236,68,0,68,JAX->DEN
2732,534,66,600,JAX->DFW
1016,232,0,232,JAX->DTW
3162,1076,78,1154,JAX->EWR
3618,548,22,570,JAX->FLL
732,136,12,148,JAX->HOU
1486,448,72,520,JAX->IAD
3082,608,46,654,JAX->IAH
732,26,2,28,JAX->IND
2136,492,52,544,JAX->JFK
472,56,2,58,JAX->LAS
6,6,0,6,JAX->LAX
2588,902,136,1038,JAX->LGA
452,96,4,100,JAX->MCI
1742,320,32,352,JAX->MEM
436,130,14,144,JAX->MIA
400,48,2,50,JAX->MSP
940,136,8,144,JAX->MSY
3408,838,78,916,JAX->ORD
1424,162,2,164,JAX->ORF
3314,626,42,668,JAX->PHL
4,0,0,0,JAX->PIR
1192,278,18,296,JAX->RDU
2034,260,6,266,JAX->TPA
2,0,0,0,JAX->TYS
468,130,30,160,JFK->ACK
728,174,32,206,JFK->ALB
4558,1334,60,1394,JFK->ATL
2712,784,66,850,JFK->AUS
1262,284,68,352,JFK->BDL
676,128,20,148,JFK->BGR
926,216,40,256,JFK->BNA
15026,4278,658,4936,JFK->BOS
1322,204,8,212,JFK->BQN
4414,1064,148,1212,JFK->BTV
7348,1680,206,1886,JFK->BUF
2732,712,32,744,JFK->BUR
2246,616,138,754,JFK->BWI
2,0,0,0,JFK->CHS
2784,762,168,930,JFK->CLE
3666,1086,160,1246,JFK->CLT
1142,258,44,302,JFK->CMH
2692,720,132,852,JFK->CVG
5882,1712,320,2032,JFK->DCA
2164,660,34,694,JFK->DEN
1668,566,90,656,JFK->DFW
3696,1122,122,1244,JFK->DTW
28,24,0,24,JFK->EGE
9392,2852,126,2978,JFK->FLL
26,8,0,8,JFK->HDN
1886,472,56,528,JFK->HOU
2,0,0,0,JFK->HPN
4598,1164,146,1310,JFK->IAD
1944,542,50,592,JFK->IAH
250,82,34,116,JFK->IND
2134,582,44,626,JFK->JAX
8942,2410,106,2516,JFK->LAS
16156,4884,212,5096,JFK->LAX
4,4,0,4,JFK->LGA
3082,870,38,908,JFK->LGB
10746,2904,142,3046,JFK->MCO
5474,2340,96,2436,JFK->MIA
2882,1090,72,1162,JFK->MSP
2140,622,54,676,JFK->MSY
2354,664,34,698,JFK->OAK
494,138,16,154,JFK->ONT
7344,2650,378,3028,JFK->ORD
554,144,60,204,JFK->ORF
5068,1362,66,1428,JFK->PBI
1360,394,24,418,JFK->PDX
1174,376,86,462,JFK->PHL
4508,1182,42,1224,JFK->PHX
4488,1410,232,1642,JFK->PIT
692,160,10,170,JFK->PSE
1206,284,76,360,JFK->PVD
3648,938,126,1064,JFK->PWM
8298,2368,300,2668,JFK->RDU
3388,922,138,1060,JFK->RIC
4850,1256,166,1422,JFK->ROC
3786,926,62,988,JFK->RSW
3260,904,34,938,JFK->SAN
3710,1070,42,1112,JFK->SEA
13182,4502,230,4732,JFK->SFO
960,256,14,270,JFK->SJC
7130,2124,94,2218,JFK->SJU
3590,1056,20,1076,JFK->SLC
682,206,12,218,JFK->SMF
1068,178,10,188,JFK->SRQ
1590,572,86,658,JFK->STL
732,186,20,206,JFK->STT
3648,960,124,1084,JFK->SYR
6780,1790,136,1926,JFK->TPA
264,72,2,74,JFK->TUS
2326,558,64,622,JNU->ANC
170,42,4,46,JNU->GST
728,108,12,120,JNU->KTN
726,222,22,244,JNU->PSG
2418,496,34,530,JNU->SEA
1726,448,48,496,JNU->SIT
726,218,26,244,JNU->YAK
90,22,0,22,KOA->DEN
18076,1596,84,1680,KOA->HNL
2080,498,16,514,KOA->LAX
110,12,0,12,KOA->LIH
8,4,0,4,KOA->OAK
1586,32,2,34,KOA->OGG
442,82,4,86,KOA->ORD
660,86,14,100,KOA->PHX
46,6,0,6,KOA->SAN
822,210,6,216,KOA->SEA
1426,374,20,394,KOA->SFO
74,18,0,18,KOA->SNA
724,172,34,206,KTN->JNU
2578,516,72,588,KTN->SEA
730,208,10,218,KTN->SIT
728,176,20,196,KTN->WRG
972,152,16,168,LAN->CVG
3282,522,52,574,LAN->DTW
314,70,6,76,LAN->MSP
2818,866,260,1126,LAN->ORD
4816,864,36,900,LAS->ABQ
732,222,4,226,LAS->ALB
734,142,0,142,LAS->AMA
476,122,4,126,LAS->ANC
9522,1580,44,1624,LAS->ATL
2464,392,6,398,LAS->AUS
732,208,2,210,LAS->BDL
204,42,4,46,LAS->BFL
732,138,2,140,LAS->BHM
102,22,0,22,LAS->BMI
2402,372,4,376,LAS->BNA
1510,252,4,256,LAS->BOI
2766,528,30,558,LAS->BOS
1176,244,4,248,LAS->BUF
10308,2000,140,2140,LAS->BUR
3256,668,10,678,LAS->BWI
86,8,0,8,LAS->CAK
3334,548,28,576,LAS->CLE
3460,566,40,606,LAS->CLT
2702,518,12,530,LAS->CMH
196,44,2,46,LAS->COS
1840,186,16,202,LAS->CVG
84,8,0,8,LAS->DAY
732,176,16,192,LAS->DCA
16330,2990,140,3130,LAS->DEN
9918,2046,182,2228,LAS->DFW
4072,736,24,760,LAS->DTW
2084,380,12,392,LAS->ELP
324,116,14,130,LAS->EUG
4682,1154,42,1196,LAS->EWR
4202,722,84,806,LAS->FAT
1354,266,6,272,LAS->FLL
182,26,0,26,LAS->FNT
1506,464,12,476,LAS->GEG
1464,272,2,274,LAS->HNL
2922,470,58,528,LAS->HOU
3250,636,24,660,LAS->IAD
5356,668,58,726,LAS->IAH
3348,596,6,602,LAS->IND
732,228,8,236,LAS->ISP
472,114,4,118,LAS->JAX
8962,2090,92,2182,LAS->JFK
23458,4798,444,5242,LAS->LAX
732,114,0,114,LAS->LBB
1708,316,12,328,LAS->LGB
764,86,0,86,LAS->LIT
732,122,0,122,LAS->MAF
3826,524,18,542,LAS->MCI
2152,400,10,410,LAS->MCO
7672,1166,194,1360,LAS->MDW
746,82,6,88,LAS->MEM
278,82,18,100,LAS->MFR
730,172,4,176,LAS->MHT
1574,174,14,188,LAS->MIA
1060,140,4,144,LAS->MKE
100,18,0,18,LAS->MLI
28,8,0,8,LAS->MRY
4928,748,14,762,LAS->MSP
1452,288,18,306,LAS->MSY
9386,1646,104,1750,LAS->OAK
942,178,8,186,LAS->OKC
2176,288,6,294,LAS->OMA
7002,1320,46,1366,LAS->ONT
10470,2840,164,3004,LAS->ORD
730,186,2,188,LAS->ORF
124,36,0,36,LAS->PBI
7136,1502,80,1582,LAS->PDX
5658,1242,42,1284,LAS->PHL
21252,3380,640,4020,LAS->PHX
2822,502,8,510,LAS->PIT
2560,214,46,260,LAS->PSP
730,224,4,228,LAS->PVD
1448,274,2,276,LAS->RDU
8984,1940,70,2010,LAS->RNO
166,30,0,30,LAS->ROC
11790,2386,188,2574,LAS->SAN
3146,496,16,512,LAS->SAT
610,154,16,170,LAS->SBA
256,74,14,88,LAS->SBP
732,236,4,240,LAS->SDF
10130,2238,74,2312,LAS->SEA
13988,3710,202,3912,LAS->SFO
8296,1648,88,1736,LAS->SJC
10756,1872,92,1964,LAS->SLC
8108,1594,52,1646,LAS->SMF
8230,1224,154,1378,LAS->SNA
3294,660,30,690,LAS->STL
2350,406,10,416,LAS->TPA
780,128,2,130,LAS->TUL
4036,766,12,778,LAS->TUS
198,24,6,30,LAS->YUM
1086,196,14,210,LAW->ATL
3652,424,100,524,LAW->DFW
4830,780,12,792,LAX->ABQ
478,76,4,80,LAX->ANC
648,130,18,148,LAX->ASE
10804,1926,34,1960,LAX->ATL
3464,396,24,420,LAX->AUS
264,30,0,30,LAX->BDL
1804,260,14,274,LAX->BFL
2836,552,18,570,LAX->BNA
1970,292,6,298,LAX->BOI
4882,1082,46,1128,LAX->BOS
1794,430,22,452,LAX->BWI
26,0,0,0,LAX->BZN
4516,418,56,474,LAX->CLD
2106,446,6,452,LAX->CLE
2920,404,16,420,LAX->CLT
98,30,0,30,LAX->CMH
1988,230,14,244,LAX->COS
2288,290,14,304,LAX->CVG
732,208,0,208,LAX->DCA
17788,3542,236,3778,LAX->DEN
13142,2418,328,2746,LAX->DFW
354,60,2,62,LAX->DSM
3944,516,6,522,LAX->DTW
214,104,0,104,LAX->EGE
2152,320,0,320,LAX->ELP
610,84,2,86,LAX->EUG
6498,1852,94,1946,LAX->EWR
8090,942,76,1018,LAX->FAT
746,166,0,166,LAX->FLL
856,206,0,206,LAX->GEG
16,0,0,0,LAX->GJT
9928,2054,30,2084,LAX->HNL
2852,496,46,542,LAX->HOU
7672,1580,110,1690,LAX->IAD
7698,1240,72,1312,LAX->IAH
372,72,6,78,LAX->ICT
1096,170,4,174,LAX->IND
1320,122,12,134,LAX->IPL
1908,112,68,180,LAX->IYK
30,4,0,4,LAX->JAC
4,2,0,2,LAX->JAX
16116,4212,198,4410,LAX->JFK
2076,454,8,462,LAX->KOA
23546,3896,424,4320,LAX->LAS
2134,448,10,458,LAX->LIH
2676,426,8,434,LAX->MCI
3450,528,12,540,LAX->MCO
4776,864,78,942,LAX->MDW
1458,122,6,128,LAX->MEM
2,0,0,0,LAX->MFR
4990,1172,22,1194,LAX->MIA
710,108,2,110,LAX->MKE
1318,158,14,172,LAX->MOD
5526,694,46,740,LAX->MRY
4784,768,14,782,LAX->MSP
1860,302,22,324,LAX->MSY
36,6,0,6,LAX->MTJ
15166,2528,394,2922,LAX->OAK
4108,694,6,700,LAX->OGG
1002,90,2,92,LAX->OKC
48,16,4,20,LAX->ONT
14666,4108,372,4480,LAX->ORD
2582,262,40,302,LAX->OXR
7006,1340,62,1402,LAX->PDX
4492,800,30,830,LAX->PHL
19794,3144,366,3510,LAX->PHX
746,98,6,104,LAX->PIT
5192,686,36,722,LAX->PSP
16,8,0,8,LAX->RDU
3796,650,28,678,LAX->RNO
2,0,0,0,LAX->RSW
22514,2208,256,2464,LAX->SAN
3562,612,14,626,LAX->SAT
9108,834,98,932,LAX->SBA
5368,586,30,616,LAX->SBP
13752,3104,142,3246,LAX->SEA
26780,6982,910,7892,LAX->SFO
1444,206,4,210,LAX->SGU
17816,2720,318,3038,LAX->SJC
288,82,0,82,LAX->SJU
10356,1652,68,1720,LAX->SLC
11384,1904,62,1966,LAX->SMF
3358,364,54,418,LAX->SMX
64,20,8,28,LAX->SNA
3372,558,50,608,LAX->STL
1032,136,6,142,LAX->TPA
146,12,0,12,LAX->TUL
8282,1172,20,1192,LAX->TUS
718,138,20,158,LAX->XNA
2060,180,10,190,LAX->YUM
732,208,0,208,LBB->ABQ
1380,112,0,112,LBB->AUS
5358,790,36,826,LBB->DAL
6030,1210,146,1356,LBB->DFW
728,46,0,46,LBB->ELP
1538,272,26,298,LBB->IAH
732,116,0,116,LBB->LAS
2000,282,90,372,LCH->IAH
4434,804,88,892,LEX->ATL
28,2,0,2,LEX->CLE
2,2,0,2,LEX->COS
3078,410,76,486,LEX->CVG
2,0,0,0,LEX->DAY
608,64,14,78,LEX->DCA
1814,284,40,324,LEX->DFW
3312,444,100,544,LEX->DTW
780,310,28,338,LEX->EWR
1292,364,30,394,LEX->IAH
822,152,34,186,LEX->LGA
78,4,2,6,LEX->MCO
504,62,6,68,LEX->MEM
3934,802,170,972,LEX->ORD
1990,474,40,514,LFT->ATL
2364,384,90,474,LFT->DFW
5404,928,200,1128,LFT->IAH
14,4,0,4,LGA->AGS
21014,5898,870,6768,LGA->ATL
1182,380,60,440,LGA->BHM
2434,656,84,740,LGA->BNA
24070,3522,1634,5156,LGA->BOS
1218,446,58,504,LGA->CAE
1586,518,46,564,LGA->CAK
2828,828,182,1010,LGA->CHS
312,40,18,58,LGA->CID
5840,1804,302,2106,LGA->CLE
9916,2372,288,2660,LGA->CLT
4700,1322,238,1560,LGA->CMH
7270,1762,446,2208,LGA->CVG
318,134,12,146,LGA->DAB
22126,3144,1504,4648,LGA->DCA
5940,2018,100,2118,LGA->DEN
10744,3004,614,3618,LGA->DFW
1410,354,72,426,LGA->DSM
9202,2222,216,2438,LGA->DTW
32,12,0,12,LGA->EGE
6304,1904,116,2020,LGA->FLL
784,246,90,336,LGA->FNT
726,164,92,256,LGA->GRR
1854,546,116,662,LGA->GSO
1218,386,86,472,LGA->GSP
30,8,0,8,LGA->HDN
138,64,10,74,LGA->HSV
2206,574,186,760,LGA->IAD
6836,1880,172,2052,LGA->IAH
2662,628,160,788,LGA->IND
2570,912,138,1050,LGA->JAX
830,230,72,302,LGA->LEX
6316,1838,106,1944,LGA->MCO
3210,968,54,1022,LGA->MEM
7172,2572,146,2718,LGA->MIA
1184,378,12,390,LGA->MKE
4,2,0,2,LGA->MLB
1240,412,88,500,LGA->MSN
5438,1416,180,1596,LGA->MSP
1024,196,28,224,LGA->MSY
246,120,4,124,LGA->MYR
21724,6812,1704,8516,LGA->ORD
3868,1146,70,1216,LGA->PBI
1540,474,42,516,LGA->PHF
2,0,0,0,LGA->PHL
2594,526,74,600,LGA->PIT
8846,2528,300,2828,LGA->RDU
2672,706,156,862,LGA->RIC
476,118,8,126,LGA->RSW
1990,674,98,772,LGA->SAV
1142,364,26,390,LGA->SDF
48,0,2,2,LGA->SLC
148,80,10,90,LGA->SRQ
3208,750,162,912,LGA->STL
18,4,0,4,LGA->STT
2928,910,110,1020,LGA->TPA
100,26,8,34,LGA->TVC
1284,396,112,508,LGA->TYS
4,2,0,2,LGA->VPS
1530,458,24,482,LGA->XNA
490,118,4,122,LGB->AUS
1578,292,14,306,LGB->BOS
862,30,0,30,LGB->FAT
664,104,4,108,LGB->FLL
2,0,0,0,LGB->GEG
1512,226,8,234,LGB->IAD
3088,760,44,804,LGB->JFK
1706,252,8,260,LGB->LAS
872,46,2,48,LGB->MRY
3262,472,22,494,LGB->OAK
2,2,0,2,LGB->ONT
1200,374,18,392,LGB->ORD
284,66,6,72,LGB->PDX
3246,284,36,320,LGB->PHX
918,124,10,134,LGB->RNO
2998,480,34,514,LGB->SEA
420,160,16,176,LGB->SFO
1322,172,14,186,LGB->SJC
5000,546,18,564,LGB->SLC
1458,194,10,204,LGB->SMF
2,0,0,0,LGB->TWF
90,18,4,22,LIH->DEN
20814,1654,152,1806,LIH->HNL
108,14,2,16,LIH->KOA
2138,424,22,446,LIH->LAX
852,42,2,44,LIH->OGG
560,56,10,66,LIH->PHX
62,6,0,6,LIH->SAN
732,38,8,46,LIH->SEA
966,244,6,250,LIH->SFO
46,6,0,6,LIH->SNA
5052,1274,84,1358,LIT->ATL
732,182,0,182,LIT->BWI
78,2,6,8,LIT->CLT
98,10,0,10,LIT->CVG
4654,856,26,882,LIT->DAL
236,58,10,68,LIT->DEN
6490,1386,194,1580,LIT->DFW
722,128,26,154,LIT->DTW
662,82,20,102,LIT->EWR
730,88,8,96,LIT->HOU
2206,482,64,546,LIT->IAH
764,174,0,174,LIT->LAS
2,0,0,0,LIT->MCO
766,112,2,114,LIT->MDW
1774,332,28,360,LIT->MEM
314,44,10,54,LIT->MSP
3612,930,164,1094,LIT->ORD
470,24,0,24,LIT->PHX
2,2,0,2,LIT->SAT
36,10,0,10,LIT->SLC
1338,200,4,204,LIT->STL
2,0,0,0,LMT->MFR
324,110,16,126,LMT->PDX
696,190,20,210,LMT->SFO
2,0,0,0,LNK->ABE
2,0,0,0,LNK->CRW
2408,390,14,404,LNK->DEN
640,108,32,140,LNK->DTW
2,0,0,0,LNK->LAN
212,14,6,20,LNK->MSP
2806,630,130,760,LNK->ORD
2,2,0,2,LNK->PIA
2802,514,48,562,LRD->DFW
1428,148,32,180,LRD->IAH
868,100,30,130,LSE->MSP
3142,754,192,946,LSE->ORD
370,78,4,82,LWB->ATL
2,0,0,0,LWS->BOI
2,0,0,0,LWS->IDA
1300,82,4,86,LWS->SLC
1250,166,30,196,LYH->ATL
732,36,2,38,MAF->ABQ
942,84,4,88,MAF->AUS
3990,722,16,738,MAF->DAL
3556,656,66,722,MAF->DFW
1352,200,20,220,MAF->HOU
2374,486,54,540,MAF->IAH
732,160,2,162,MAF->LAS
2920,284,66,350,MBS->DTW
234,10,0,10,MBS->MSP
2682,700,250,950,MBS->ORD
1340,238,2,240,MCI->ABQ
8280,1322,84,1406,MCI->ATL
918,174,24,198,MCI->AUS
2634,432,0,432,MCI->BNA
2050,272,4,276,MCI->BWI
2438,446,32,478,MCI->CLE
2364,278,54,332,MCI->CLT
328,34,14,48,MCI->CMH
356,106,8,114,MCI->COS
2982,496,36,532,MCI->CVG
7886,1610,170,1780,MCI->DAL
10512,1986,86,2072,MCI->DEN
5754,1060,166,1226,MCI->DFW
2504,494,8,502,MCI->DTW
3598,1212,200,1412,MCI->EWR
120,22,0,22,MCI->FLL
454,128,30,158,MCI->IAD
5054,880,80,960,MCI->IAH
2,0,0,0,MCI->ICT
2148,390,28,418,MCI->IND
458,72,6,78,MCI->JAX
3852,712,14,726,MCI->LAS
2662,530,8,538,MCI->LAX
2,2,0,2,MCI->LNK
2698,262,10,272,MCI->MCO
7700,1494,88,1582,MCI->MDW
2010,272,26,298,MCI->MEM
2,0,0,0,MCI->MGM
130,12,2,14,MCI->MIA
6,2,0,2,MCI->MKE
500,118,20,138,MCI->MSN
4272,664,52,716,MCI->MSP
924,150,16,166,MCI->MSY
1372,298,8,306,MCI->OAK
2256,418,4,422,MCI->OKC
6,4,2,6,MCI->OMA
602,132,2,134,MCI->ONT
7674,1986,286,2272,MCI->ORD
732,186,6,192,MCI->PDX
4330,780,26,806,MCI->PHX
532,90,10,100,MCI->PIT
1304,256,24,280,MCI->RDU
10,4,0,4,MCI->RSW
1378,220,0,220,MCI->SAN
1154,340,20,360,MCI->SAT
730,160,2,162,MCI->SEA
2108,362,8,370,MCI->SLC
612,132,0,132,MCI->SMF
3526,584,14,598,MCI->STL
1390,196,0,196,MCI->TPA
1620,404,2,406,MCI->TUL
466,84,0,84,MCI->TUS
1304,270,60,330,MCN->ATL
1452,198,4,202,MCO->ABQ
2080,284,16,300,MCO->ALB
19222,3830,102,3932,MCO->ATL
1264,182,0,182,MCO->AUS
94,6,2,8,MCO->AVL
3516,514,24,538,MCO->BDL
2428,446,6,452,MCO->BHM
346,28,0,28,MCO->BMI
3564,516,18,534,MCO->BNA
6956,1488,82,1570,MCO->BOS
984,224,8,232,MCO->BQN
692,130,2,132,MCO->BTV
3754,556,28,584,MCO->BUF
9852,1538,96,1634,MCO->BWI
742,126,2,128,MCO->CAK
3818,432,30,462,MCO->CLE
6552,884,42,926,MCO->CLT
2330,362,20,382,MCO->CMH
2608,296,14,310,MCO->CVG
832,280,2,282,MCO->DAY
3690,426,26,452,MCO->DCA
5994,1316,18,1334,MCO->DEN
8228,1930,162,2092,MCO->DFW
6954,1174,18,1192,MCO->DTW
9954,3422,88,3510,MCO->EWR
70,6,0,6,MCO->EYW
4148,766,8,774,MCO->FLL
910,266,0,266,MCO->FNT
256,46,2,48,MCO->GRR
22,4,0,4,MCO->GSO
180,58,4,62,MCO->GSP
3516,540,74,614,MCO->HOU
2968,544,22,566,MCO->HPN
496,42,4,46,MCO->HSV
8188,1372,66,1438,MCO->IAD
4998,746,42,788,MCO->IAH
4612,748,16,764,MCO->IND
4220,644,40,684,MCO->ISP
762,142,2,144,MCO->JAN
4,2,0,2,MCO->JAX
10742,2916,144,3060,MCO->JFK
2154,352,12,364,MCO->LAS
3450,830,22,852,MCO->LAX
78,10,2,12,MCO->LEX
6312,2174,112,2286,MCO->LGA
2,0,0,0,MCO->LIT
2698,390,8,398,MCO->MCI
84,2,0,2,MCO->MDT
7130,1142,114,1256,MCO->MDW
2868,454,6,460,MCO->MEM
3212,464,14,478,MCO->MHT
4390,1516,68,1584,MCO->MIA
1662,364,24,388,MCO->MKE
344,52,0,52,MCO->MLI
3858,754,4,758,MCO->MSP
3136,452,38,490,MCO->MSY
18,0,0,0,MCO->OKC
18,6,0,6,MCO->OMA
7956,2252,126,2378,MCO->ORD
1510,198,8,206,MCO->ORF
2,2,0,2,MCO->PBI
474,120,2,122,MCO->PDX
390,28,6,34,MCO->PFN
724,80,14,94,MCO->PHF
14068,2854,144,2998,MCO->PHL
2076,492,16,508,MCO->PHX
4930,724,16,740,MCO->PIT
730,32,10,42,MCO->PNS
694,152,4,156,MCO->PSE
4298,592,14,606,MCO->PVD
920,150,8,158,MCO->PWM
3310,464,16,480,MCO->RDU
1034,228,2,230,MCO->RIC
1402,224,4,228,MCO->ROC
2828,568,10,578,MCO->RSW
26,16,0,16,MCO->SAN
1488,146,2,148,MCO->SAT
1066,156,2,158,MCO->SDF
1462,390,12,402,MCO->SEA
732,172,12,184,MCO->SFO
4840,1250,28,1278,MCO->SJU
1370,246,2,248,MCO->SLC
4844,852,34,886,MCO->STL
1668,332,12,344,MCO->SWF
780,202,0,202,MCO->SYR
438,24,4,28,MCO->TLH
2,2,0,2,MCO->TPA
18,8,0,8,MCO->TUL
252,14,0,14,MCO->TYS
3578,770,40,810,MDT->ATL
2,0,0,0,MDT->AVP
2,2,0,2,MDT->BWI
116,20,0,20,MDT->CLE
2288,254,26,280,MDT->CLT
2016,266,28,294,MDT->CVG
2,2,0,2,MDT->DCA
548,176,14,190,MDT->DFW
1084,190,10,200,MDT->DTW
1874,354,70,424,MDT->IAD
4,4,0,4,MDT->LGA
84,8,0,8,MDT->MCO
394,54,12,66,MDT->MSP
3196,794,172,966,MDT->ORD
1460,280,6,286,MDW->ABQ
1458,222,24,246,MDW->ALB
6514,1466,124,1590,MDW->ATL
1426,336,8,344,MDW->AUS
2104,426,24,450,MDW->BDL
1452,320,8,328,MDW->BHM
6032,1250,72,1322,MDW->BNA
690,134,6,140,MDW->BOS
2556,536,40,576,MDW->BUF
5552,1038,72,1110,MDW->BWI
5112,1004,98,1102,MDW->CLE
26,8,0,8,MDW->CLT
5288,1004,78,1082,MDW->CMH
8650,1666,82,1748,MDW->DEN
6140,1098,114,1212,MDW->DTW
556,194,40,234,MDW->EWR
3242,570,32,602,MDW->FLL
4104,808,118,926,MDW->HOU
4130,834,46,880,MDW->IAD
2628,622,24,646,MDW->IND
2844,550,32,582,MDW->ISP
1364,340,16,356,MDW->JAN
7664,1576,166,1742,MDW->LAS
4780,1062,74,1136,MDW->LAX
766,164,2,166,MDW->LIT
7770,1840,104,1944,MDW->MCI
7136,1332,98,1430,MDW->MCO
3298,550,36,586,MDW->MHT
266,12,2,14,MDW->MIA
2952,494,78,572,MDW->MSP
782,108,10,118,MDW->MSY
3438,824,44,868,MDW->OAK
4094,828,42,870,MDW->OMA
1462,296,18,314,MDW->ORF
1782,386,14,400,MDW->PDX
5328,1182,128,1310,MDW->PHL
5600,1216,72,1288,MDW->PHX
4074,778,36,814,MDW->PIT
2760,490,18,508,MDW->PVD
2706,566,28,594,MDW->RDU
730,136,6,142,MDW->RNO
2190,392,22,414,MDW->RSW
3416,808,42,850,MDW->SAN
1400,296,14,310,MDW->SAT
3380,758,28,786,MDW->SDF
2662,556,16,572,MDW->SEA
2166,516,22,538,MDW->SFO
1316,304,8,312,MDW->SJC
2006,462,10,472,MDW->SLC
1372,366,12,378,MDW->SMF
1130,224,16,240,MDW->SRQ
7568,1652,174,1826,MDW->STL
4462,736,76,812,MDW->TPA
1454,346,12,358,MDW->TUS
1348,302,24,326,MEI->ATL
9740,2006,190,2196,MEM->ATL
1670,298,38,336,MEM->AUS
98,22,0,22,MEM->BDL
1782,250,22,272,MEM->BHM
2048,308,36,344,MEM->BNA
398,130,20,150,MEM->BOS
1996,292,60,352,MEM->BTR
1566,232,12,244,MEM->BWI
1412,224,44,268,MEM->CAE
1258,176,58,234,MEM->CHA
1418,238,28,266,MEM->CHS
2410,330,36,366,MEM->CLE
5152,1058,62,1120,MEM->CLT
2144,294,34,328,MEM->CMH
234,24,0,24,MEM->COS
2450,296,64,360,MEM->CVG
2086,346,18,364,MEM->DCA
3462,842,24,866,MEM->DEN
4916,894,270,1164,MEM->DFW
1626,268,26,294,MEM->DSM
4410,666,4,670,MEM->DTW
1808,212,58,270,MEM->EVV
2340,1082,68,1150,MEM->EWR
958,282,2,284,MEM->FLL
958,78,56,134,MEM->FSM
2176,332,20,352,MEM->GPT
724,142,14,156,MEM->GRR
2086,356,30,386,MEM->GSO
2176,360,44,404,MEM->GSP
2166,334,52,386,MEM->HSV
6158,1238,142,1380,MEM->IAH
2186,392,28,420,MEM->ICT
2116,382,8,390,MEM->IND
2164,264,54,318,MEM->JAN
1742,320,24,344,MEM->JAX
744,208,6,214,MEM->LAS
2190,654,10,664,MEM->LAX
504,70,4,74,MEM->LEX
3216,1292,60,1352,MEM->LGA
1772,324,24,348,MEM->LIT
1962,274,18,292,MEM->MCI
2864,552,8,560,MEM->MCO
2182,248,70,318,MEM->MGM
1570,392,18,410,MEM->MIA
1488,242,14,256,MEM->MKE
1336,192,30,222,MEM->MLI
2188,360,66,426,MEM->MOB
718,106,16,122,MEM->MSN
5690,974,18,992,MEM->MSP
2008,398,30,428,MEM->MSY
1880,334,30,364,MEM->OKC
1498,296,26,322,MEM->OMA
7538,2114,342,2456,MEM->ORD
482,64,0,64,MEM->ORF
2190,364,36,400,MEM->PFN
2078,504,72,576,MEM->PHL
1634,426,14,440,MEM->PHX
2004,264,20,284,MEM->PIT
2194,328,52,380,MEM->PNS
2124,324,20,344,MEM->RDU
584,124,6,130,MEM->RIC
116,32,0,32,MEM->RSW
218,68,2,70,MEM->SAN
1662,368,2,370,MEM->SAT
1530,140,10,150,MEM->SAV
1572,232,26,258,MEM->SDF
698,274,4,278,MEM->SEA
416,146,0,146,MEM->SFO
2160,298,76,374,MEM->SGF
2188,300,76,376,MEM->SHV
52,18,0,18,MEM->SJU
2098,336,28,364,MEM->STL
2188,346,46,392,MEM->TLH
1722,388,0,388,MEM->TPA
88,18,0,18,MEM->TRI
2188,354,44,398,MEM->TUL
2192,344,22,366,MEM->TYS
2090,352,10,362,MEM->VPS
2082,278,30,308,MEM->XNA
20,4,0,4,MFE->ATL
2882,408,112,520,MFE->DFW
5330,690,116,806,MFE->IAH
730,62,8,70,MFR->DEN
278,28,12,40,MFR->LAS
2,2,0,2,MFR->MOD
2,0,0,0,MFR->OTH
3086,324,48,372,MFR->PDX
608,68,22,90,MFR->PHX
2,0,0,0,MFR->RDD
2,0,0,0,MFR->RDM
2,2,0,2,MFR->SBA
5142,1256,140,1396,MFR->SFO
1448,96,10,106,MFR->SLC
2,0,0,0,MFR->TWF
5028,1124,54,1178,MGM->ATL
492,96,6,102,MGM->IAH
2182,316,80,396,MGM->MEM
1392,544,30,574,MHT->ATL
8,6,0,6,MHT->BOS
7256,1108,48,1156,MHT->BWI
2424,526,46,572,MHT->CLE
1446,146,16,162,MHT->CLT
1554,326,34,360,MHT->CVG
576,38,18,56,MHT->DCA
1692,260,28,288,MHT->DTW
2706,938,144,1082,MHT->EWR
